hip_x_diff,hip_y_diff,hip_depth_diff,knee_x_diff,knee_y_diff,knee_depth_diff,ankle_x_diff,ankle_y_diff,ankle_depth_diff,heel_x_diff,heel_y_diff,heel_depth_diff,footindex_x_diff,footindex_y_diff,footindex_depth_diff
-0.0657130926847457,0.004447960294783,-0.1910137683153152,0.017527513206005096,-0.0018107891082764227,-0.1904069446027278,0.006064198911190102,0.006939530372619629,-0.18030970916152,-0.004551038146018996,0.006897270679473877,-0.1790761798620224,-0.011488251388072995,0.0068048834800720215,-0.2229264192283153
-0.06710762158036229,0.0035487447166814,-0.1895522773265838,0.009963999968022101,-0.0012919604778289795,-0.18968739733099932,0.0011590197682379982,0.011406421661376953,-0.1730865873396397,-0.009989961981773404,0.01270151138305664,-0.1700076200067997,-0.018419653177261297,0.008983433246612549,-0.21144705265760422
-0.0769220553338527,0.0023565923911519,-0.1895526275038718,-0.04902269132435311,0.004798263311386164,-0.1870749071240424,-0.012675061821937506,0.02749735116958618,-0.1679472401738166,-0.021132774651050595,0.03080517053604126,-0.16582383587956429,-0.0233431505039334,0.018465042114257812,-0.215985894203186
-0.0904364511370658,0.0009041534794959,-0.18899954110383982,-0.1173533014953136,0.021469324827194214,-0.1774778813123702,-0.0976524297147989,0.02659440040588379,-0.1459693536162376,-0.10238323174417019,0.028374016284942627,-0.1432601660490036,-0.1070670764893293,0.02062523365020752,-0.20158484578132618
-0.0937192253768443,-0.0016738162958062001,-0.18892481923103321,-0.1545924097299575,0.027653247117996216,-0.15809718333184708,-0.1573005504906177,0.028312504291534424,-0.1146869137883186,-0.1633130237460136,0.030795931816101074,-0.11054975539445878,-0.1687294878065585,0.02318549156188965,-0.1646690022898838
-0.0925310850143431,-0.0040418175049125,-0.18961178511381138,-0.1803236156702041,0.0193672776222229,-0.1585508976131677,-0.2331329435110091,0.028764784336090088,-0.12690290808677682,-0.244997277855873,0.0293615460395813,-0.1241367608308792,-0.2610872164368629,0.02095162868499756,-0.1764232199639081
-0.0721473395824432,-0.0072377985343336,-0.19773881882429112,-0.1782317571341991,0.012583643198013306,-0.1708008088171482,-0.2571953684091567,0.016414523124694824,-0.1604079125443149,-0.2728274017572402,0.018218517303466797,-0.15808573062531642,-0.2957563325762748,0.0215301513671875,-0.20169433951377858
-0.0712653696537017,-0.007111548678949401,-0.1998387053608894,-0.2427468821406364,0.020118415355682373,-0.19620652496814722,-0.4732290506362915,0.01547008752822876,-0.2287004552781581,-0.5075264722108841,0.016869723796844482,-0.23007520847022528,-0.5638519376516342,0.03397047519683838,-0.2821155041456221
-0.0675935596227645,-0.0070787426084279,-0.2011386677622794,-0.2519485056400298,0.020133554935455378,-0.218357354402542,-0.5387420356273651,0.013589203357696533,-0.2683703750371932,-0.5792758166790009,0.013867080211639404,-0.2712076809257268,-0.6450055539608001,0.04273557662963867,-0.3255398869514464
-0.0665884315967559,-0.0067442806903271,-0.2022102996706962,-0.2805440127849578,0.021927684545517023,-0.22067373245954508,-0.6019372045993805,0.012954771518707275,-0.2637977991253136,-0.6459693014621735,0.012686371803283691,-0.265984883531928,-0.7162584960460663,0.05296581983566284,-0.322696454823017
-0.06594559550285331,-0.006752945948392,-0.20439130812883372,-0.29025805741548527,0.024600088596343994,-0.2237409576773643,-0.6420847773551941,-0.0006622672080993652,-0.2503472752869128,-0.6900689899921416,-0.0034772157669067383,-0.24993846565485,-0.7716639339923859,0.05350154638290405,-0.3010777086019516
-0.06603746488690371,-0.0071230300236492,-0.2057623714208602,-0.3302717804908752,0.02924507856369013,-0.2078455612063407,-0.6641700267791748,-0.025325000286102295,-0.2298917695879936,-0.7088982164859772,-0.03095388412475586,-0.229236178100109,-0.790814071893692,0.03275245428085327,-0.2771622240543365
-0.0660492181777953,-0.0080520682968198,-0.2069215923547743,-0.34914220869541157,0.04344657063484186,-0.2207590788602828,-0.6790046989917755,-0.057069242000579834,-0.25719399005174626,-0.7246705889701843,-0.06813240051269531,-0.2566790729761123,-0.8101891875267028,0.005944550037384033,-0.2973423674702643
-0.0659600347280502,-0.010261349380016199,-0.20776949822902668,-0.3431893959641456,0.03953775763511658,-0.24609072506427748,-0.7008474469184875,-0.0836026668548584,-0.2945010215044021,-0.7656918168067932,-0.09743207693099976,-0.2938263714313506,-0.8493202030658722,-0.031681180000305176,-0.3440663516521453
-0.06459227576851839,-0.0116207706741988,-0.2077416777610778,-0.3235911279916762,0.03247851133346552,-0.2591580301523208,-0.6492848396301268,-0.09553039073944092,-0.3343580812215804,-0.6962638199329376,-0.10982221364974976,-0.3379309847950934,-0.7821353077888489,-0.06074708700180054,-0.39167813956737507
-0.0639255642890929,-0.0121596069075166,-0.2075479924678802,-0.27765357494354237,0.025683045387268122,-0.2847701311111449,-0.5544380396604538,-0.11239725351333618,-0.3922851979732513,-0.5966830849647522,-0.12868928909301758,-0.3997566923499106,-0.685387521982193,-0.08406776189804077,-0.4570503830909728
-0.0605096779763698,-0.0141278435476123,-0.2075321674346923,-0.1573446765542029,-0.0059828162193298895,-0.25587261468172073,-0.4351894482970237,-0.10532855987548828,-0.3117843121290206,-0.4512831196188926,-0.11765313148498535,-0.3139023892581462,-0.49831116199493397,-0.08244717121124268,-0.3474048301577567
-0.057945786044001496,-0.0145109808072446,-0.2091182470321655,-0.0344789661467075,-0.040873229503631536,-0.2346160486340521,-0.08004873245954519,-0.07967495918273926,-0.2194868950173258,-0.08944475650787351,-0.08245760202407837,-0.2137540159747004,-0.10080813989043239,-0.044991135597229004,-0.2432881370186804
-0.0550173968076704,-0.0138810761272906,-0.2110021263360976,0.0402439888566731,-0.027480274438858032,-0.2269496917724608,-0.06565514206886292,-0.05117225646972656,-0.2023850055411458,-0.08704707026481628,-0.05257803201675415,-0.1954014347866178,-0.12151693459600209,-0.020318686962127686,-0.2314092889428137
-0.049966322258114704,-0.0138666993007063,-0.20825407654047,0.0703464467078446,-0.02408477663993841,-0.2209849879145621,0.009335175156593309,-0.03233146667480469,-0.1854088576510548,-0.006728723645210308,-0.03203415870666504,-0.1762860930175521,-0.0170263971667737,-0.021012723445892334,-0.1980607286095618
-0.0230198884382843,-0.0104411873035132,-0.2085128054022788,0.2445396184921264,-0.0537158846855163,-0.2393008545041083,0.2363747581839561,-0.05127686262130737,-0.1956936813658104,0.224641267210245,-0.053079962730407715,-0.1846356890164316,0.20907995477318758,-0.03465116024017334,-0.1948170699179172
-0.0210797442123292,-0.0093261445872485,-0.2072604149580001,0.266288824379444,-0.0527148842811585,-0.2340209186077117,0.3979523628950118,-0.03227001428604126,-0.1902876617386936,0.40422292053699493,-0.03277158737182617,-0.1812389896949754,0.407620146870613,-0.025915086269378662,-0.1808911636471748
-0.020659619942307403,-0.009279731195419999,-0.20670016855001438,0.3134609907865523,-0.057590395212173406,-0.2526584863662719,0.5371736884117126,-0.03598290681838989,-0.2494425335898994,0.5543085932731628,-0.03742331266403198,-0.2439633519970812,0.5630256235599517,-0.04118752479553223,-0.2550283744931221
-0.018722997047007,-0.0091624371707439,-0.20708096772432322,0.3610839396715164,-0.06760329008102423,-0.2587363570928573,0.6551766097545624,-0.053303301334381104,-0.2745461724698543,0.6802977621555328,-0.05470401048660278,-0.2744305050000548,0.6935318708419799,-0.08533340692520142,-0.2994253486394881
-0.018098800443112698,-0.0092384587042032,-0.2073571607470511,0.3861163556575774,-0.07336369156837469,-0.2564759925007819,0.7011832296848296,-0.04453837871551514,-0.2828967832028865,0.7291815876960754,-0.04379129409790039,-0.28560508415102953,0.7528640627861022,-0.08653807640075684,-0.319061741232872
-0.018470675684511502,-0.0090646003372966,-0.20741565525531758,0.42944853007793415,-0.08336272835731512,-0.253462828695774,0.7574136555194855,-0.01376795768737793,-0.2619379181414842,0.7873677015304565,-0.009790956974029541,-0.2637542225420474,0.8187681436538696,-0.05742835998535156,-0.2985281497240066
-0.0182242952287196,-0.0081315068528055,-0.20855827629566182,0.4718553423881531,-0.07813513278961182,-0.2563203126192092,0.760423094034195,0.036144793033599854,-0.2661449648439884,0.7850936055183411,0.04373878240585327,-0.266000548377633,0.8200299441814423,-0.004692256450653076,-0.2963132858276367
-0.0161825576797127,-0.0032272750977426,-0.2110565900802611,0.4409868568181991,-0.0562252402305603,-0.2553248107433319,0.7190009802579879,0.08968281745910645,-0.2332837656140326,0.7439196407794952,0.10242360830307007,-0.2299535777419804,0.7807902693748474,0.08015841245651245,-0.2513696178793906
-0.016025080345570902,-0.0007865047446102,-0.2110996320843696,0.39843781292438496,-0.04223597049713129,-0.2559329271316528,0.667452335357666,0.07451945543289185,-0.2561834789812564,0.6989978104829788,0.0849618911743164,-0.2533578090369701,0.7458246946334838,0.07744097709655762,-0.273479752242565
-0.018629078753292498,-0.0028668931918218003,-0.2087921574711799,0.2350445985794067,-0.043731570243835505,-0.2441765740513801,0.482952319085598,0.08627551794052124,-0.22434899769723418,0.504461646080017,0.1018836498260498,-0.2223243229091168,0.5730755478143691,0.09819847345352173,-0.2613833546638488
-0.0251926975324749,-0.0028957539470865,-0.208623558282852,0.14086577296257008,-0.03314700722694397,-0.2400617599487303,0.3298996835947036,0.10361969470977783,-0.23097728751599791,0.34501726552844036,0.11441880464553833,-0.2296337429434062,0.4170522540807723,0.10116821527481079,-0.2717575505375861
-0.0216555213555693,-0.0029287765501066,-0.20784365385770792,0.0812565572559833,-0.01942434906959528,-0.2218351550400256,0.1677315160632134,0.08420360088348389,-0.2130157761275769,0.170425619930029,0.09437823295593262,-0.2112124785780906,0.2144544124603271,0.10049575567245483,-0.2509132446721195
-0.0235831374302506,-0.0025609302101655997,-0.2130451947450637,0.0169183844700456,-0.013227373361587524,-0.2179088108241558,0.035182222723960904,0.04098916053771973,-0.2228286340832711,0.029457345604896504,0.04478633403778076,-0.2215137630701066,0.046854961663484504,0.03766721487045288,-0.24760005064308638
-0.0276309717446564,-0.0025732571957631997,-0.2135340347886085,-0.055452775210142,-0.0061714947223662775,-0.204231772571802,-0.1919235959649085,-0.002638518810272217,-0.2123316116631032,-0.2162714079022406,-0.0036298632621765137,-0.2102679237723351,-0.2463909052312373,0.01911032199859619,-0.21643238235265008
-0.0358777306973933,-0.0035283024189991996,-0.2129177004098891,-0.1650614142417907,-0.006424754858017023,-0.1992040164768695,-0.40067431330680836,0.006274878978729248,-0.2019034754484892,-0.435094267129898,0.007802248001098633,-0.200058052316308,-0.48889952898025496,0.03203022480010986,-0.2323911413550376
-0.038370698690414304,-0.008243121439590901,-0.212591603398323,-0.1936394050717353,-0.007106631994247381,-0.1855059042572975,-0.5313042700290679,0.013184726238250732,-0.15839745476841932,-0.5780739039182662,0.01619088649749756,-0.15313915908336642,-0.6493635326623916,0.07720792293548584,-0.1893101707100868
-0.0431585554033517,-0.009764764457941,-0.2129229307174682,-0.2747139483690261,0.014798313379287664,-0.1820072010159492,-0.6228230595588683,0.009822189807891846,-0.1688625263050197,-0.6700174510478973,0.013505816459655762,-0.1647817706689237,-0.7451565265655518,0.09921860694885254,-0.2055311799049377
-0.0473321639001369,-0.0117824967019259,-0.2140839546918868,-0.3004099503159522,0.025260239839553833,-0.1764681637287139,-0.6680598855018616,-0.028879165649414062,-0.1791785396635531,-0.7182897925376892,-0.03245145082473755,-0.1751980409026145,-0.8024994879961014,0.07179665565490723,-0.2071263343095779
-0.052941171452403,-0.0146370586007833,-0.2140609771013259,-0.3120386004447936,0.02459648251533514,-0.1763956546783447,-0.672833651304245,-0.062401652336120605,-0.186945229768753,-0.7217234075069427,-0.06565529108047485,-0.1824927106499672,-0.8099815547466278,0.04582470655441284,-0.2091333083808421
-0.058404276147484696,-0.016160303726792197,-0.2126312032341956,-0.2961911261081695,0.020794391632080078,-0.2144148871302604,-0.6541664600372314,-0.0901404619216919,-0.2414297387003898,-0.7036878168582916,-0.09768128395080566,-0.23759021610021588,-0.7995976805686951,-0.007190823554992676,-0.2612299695610999
-0.060990061610937,-0.0160664822906255,-0.2096408680081367,-0.2906751707196235,0.03187832236289978,-0.2343919724225998,-0.6020833402872086,-0.11455482244491577,-0.3019437566399573,-0.6507541984319686,-0.12926125526428223,-0.3026043549180031,-0.7650185823440552,-0.051865220069885254,-0.3309087753295898
-0.06427907198667521,-0.016264906153082702,-0.2070215195417404,-0.2394624985754489,0.025927245616912897,-0.255945324897766,-0.5458017289638519,-0.12000101804733276,-0.3480398058891296,-0.5826040208339691,-0.13288897275924683,-0.3463042229413985,-0.6700150072574615,-0.0759395956993103,-0.3664536327123641
-0.0568322204053401,-0.016369883902370798,-0.2108843848109244,-0.0773309450596571,-0.001067489385604914,-0.2577845379710196,-0.3718710504472255,-0.10709488391876221,-0.2895110622048377,-0.3929335102438926,-0.11526381969451904,-0.285252921283245,-0.45031602680683125,-0.059389710426330566,-0.2895845472812652
-0.0526616144925355,-0.0164312664419412,-0.2145479023456573,-0.0030188746750355044,-0.04345118999481201,-0.2334643974900244,-0.1714449264109135,-0.11312544345855713,-0.24736539088189602,-0.195676326751709,-0.11882811784744263,-0.24009651690721498,-0.2443795800209045,-0.10119056701660156,-0.2488778159022331
-0.050185890868306104,-0.015344151295721399,-0.2147745788097381,0.031191925285384097,-0.043783366680145264,-0.2187997996807097,-0.023801818490028298,-0.08278924226760864,-0.20854010432958608,-0.0378070920705796,-0.08124470710754395,-0.2017359808087349,-0.046018985100090504,-0.06541389226913452,-0.22081981971859918
-0.030201985500752898,-0.011899356264620901,-0.2147524282336235,0.16290300339460362,-0.052157849073410034,-0.2233178168535232,0.0773454904556275,-0.06946593523025513,-0.21429050154984,0.0563382059335709,-0.06862229108810425,-0.2035107351839543,0.0277345003560185,-0.04119664430618286,-0.2158269025385379
-0.0133119407109915,-0.0049454108811914,-0.2149052023887634,0.2401804625988006,-0.0568993985652923,-0.2298985868692397,0.24224094301462162,-0.04179394245147705,-0.2077998872846365,0.23169590905308718,-0.039414286613464355,-0.19618364423513418,0.2129474654793739,-0.01561439037322998,-0.208953209221363
-0.010705320164561199,-0.0006021787357894119,-0.21334757655858988,0.2705635353922843,-0.048416852951049805,-0.2268344536423683,0.3944150060415267,-0.025174438953399658,-0.202689306344837,0.3992021530866622,-0.022458195686340332,-0.1903439238667488,0.40456803143024445,-0.008611440658569336,-0.2003356963396071
-0.0122925932519136,0.0007984138210303,-0.2080732211470603,0.2872802838683128,-0.040979474782943726,-0.2174047604203223,0.5300273150205611,-0.030599117279052734,-0.20780717046000072,0.5495958477258682,-0.029407382011413574,-0.19897164776921278,0.5600197315216063,-0.0177304744720459,-0.2066294364631175
-0.0135478395968674,0.0004512232007982288,-0.20791748911142338,0.3398844003677368,-0.04338818788528448,-0.232664756476879,0.6462205946445464,-0.03522580862045288,-0.2359563233330845,0.6730750203132629,-0.035005152225494385,-0.23420135024935002,0.6909768432378768,-0.07129979133605957,-0.2664423808455466
-0.0145466621033846,-0.0012663801899178999,-0.2079792171716689,0.3894633054733276,-0.07185271382331843,-0.235953889787197,0.7149974405765533,-0.03600674867630005,-0.2562284804880618,0.7440089285373687,-0.03465372323989868,-0.2564653493463993,0.7688193023204803,-0.08500677347183228,-0.2918335050344467
-0.015032472554594199,-0.0017304093344136,-0.2076958417892456,0.411421999335289,-0.06851395964622503,-0.2364903166890143,0.7511509358882903,-0.00838780403137207,-0.2401038147509097,0.7821841239929199,-0.0053185224533081055,-0.23998168855905522,0.8130025267601013,-0.04996991157531738,-0.2773587852716446
-0.0156198586337268,-0.0006943505577509761,-0.2034930437803267,0.3946626782417297,-0.046816855669021606,-0.185108259320259,0.7212489545345306,0.05282032489776611,-0.1435118541121482,0.7518899440765381,0.06148165464401245,-0.1366877704858779,0.7923297584056853,0.015077054500579834,-0.1520327851176261
-0.0122048361226915,0.0005257189659459265,-0.2035413607954979,0.4071269631385802,-0.04946371912956232,-0.1745076999068259,0.7361648529767989,0.08166509866714478,-0.12222528085112559,0.7673377692699432,0.09600520133972168,-0.1138158701360225,0.8176226019859313,0.059956908226013184,-0.12038046494126309
-0.0084563260897993,0.0024105015909299,-0.2042066380381583,0.3946830183267593,-0.03616225719451904,-0.18929169327020628,0.6775403171777725,0.10337823629379272,-0.13638087362051,0.6901621669530867,0.11691701412200928,-0.1285722665488719,0.7174605131149291,0.10679513216018677,-0.1230335347354411
-0.008868367876857401,0.0029131211340426002,-0.2042341828346252,0.3427976071834563,-0.0029201805591583807,-0.213508442044258,0.5037413984537124,0.10633605718612671,-0.2214777637273072,0.5147082358598708,0.11493527889251709,-0.2182035632431506,0.54084375500679,0.10920017957687378,-0.2413732185959816
-0.0166382128372787,0.0025178706273436,-0.2044653221964835,0.17883283644914622,-0.022048920392990057,-0.2145908884704113,0.340325815603137,0.09559357166290283,-0.2194033954292536,0.352977608796209,0.10157036781311035,-0.2171810232102871,0.41476453095674515,0.09703952074050903,-0.2518312744796276
-0.0167658468708395,0.0020560850971378,-0.2045064494013785,0.0722971968352793,-0.0210654735565185,-0.2100610733032226,0.1912256744690238,0.07707220315933228,-0.2101289778947831,0.19855956593528382,0.0869826078414917,-0.2078790925443173,0.2481007203459739,0.08300149440765381,-0.24777503684163088
-0.0157875972799956,0.0014480635582002999,-0.2086677625775336,0.054227993940003195,-0.017740756273269653,-0.2145269289612769,0.057773746550083105,0.039542198181152344,-0.22221731394529337,0.0492250919342041,0.04394364356994629,-0.2203139960765839,0.061696132645010796,0.04783231019973755,-0.2589328940957784
-0.0178137505427002,-0.00036017815727971557,-0.21224316954612732,0.008894205093383796,-0.019480645656585638,-0.2115859836339949,-0.072240935638547,-0.014932513236999512,-0.2181428130716086,-0.0900682061910629,-0.015860915184020996,-0.21569772250950342,-0.10756221786141401,0.003984987735748291,-0.24873902648687357
-0.0311764255166052,-0.0023000700748524,-0.21096832305192942,-0.13923927024006838,-0.00606989860534668,-0.20811235904693598,-0.3437255769968032,0.000751793384552002,-0.21454926766455168,-0.3741910606622695,0.0010110735893249512,-0.2131986282765866,-0.4239293932914733,0.029817521572113037,-0.2759612500667571
-0.035002134740352506,-0.0067404240835457,-0.21080467849969858,-0.1766381636261939,-0.006369471549987793,-0.1929732114076614,-0.4810287952423095,0.013635873794555664,-0.1767048672772944,-0.5235791206359863,0.01659184694290161,-0.17233471479266882,-0.5923693776130676,0.07085150480270386,-0.22109405696392048
-0.038288226351141805,-0.0119598661549389,-0.2117277905344962,-0.2405616268515586,0.003470838069915716,-0.1899956464767455,-0.5770953446626662,0.017825663089752197,-0.19187694787979112,-0.6227669417858124,0.02159494161605835,-0.1881005316972731,-0.6931991428136826,0.09671634435653687,-0.2302496060729026
-0.0410997364670037,-0.0161295337602495,-0.21340561658143992,-0.2834489345550536,0.01342916488647461,-0.18392440676689142,-0.63978111743927,-0.006018936634063721,-0.1944816336035728,-0.6882727742195129,-0.00311124324798584,-0.19050696492195118,-0.7660789340734482,0.08305031061172485,-0.22471522539854039
-0.0475961081683635,-0.0196788758039473,-0.2139041125774382,-0.2967829257249832,0.006269544363021906,-0.1979861855506897,-0.6510908007621765,-0.05266439914703369,-0.22458372265100468,-0.6995644569396973,-0.05496656894683838,-0.22108597308397282,-0.7857892513275146,0.044453442096710205,-0.2495272159576415
-0.052039410918950896,-0.0227692183107137,-0.2141287475824355,-0.2863326147198676,0.002505034208297785,-0.22333318740129468,-0.647643119096756,-0.08704352378845215,-0.25920290499925613,-0.6975274682044983,-0.09471267461776733,-0.25557606667280186,-0.7955524325370789,-0.006373405456542969,-0.2804230451583861
-0.054084725677967,-0.0235866159200667,-0.2136270552873611,-0.2671436890959739,0.010565251111984253,-0.2467050775885581,-0.6097581535577774,-0.10526549816131592,-0.2770702689886093,-0.6582292765378951,-0.11700999736785889,-0.27496229112148285,-0.7644449472427368,-0.04714411497116089,-0.2989277467131614
-0.0550996530801057,-0.0235007889568804,-0.21226613223552698,-0.2305837273597717,0.006128191947937067,-0.2548246458172797,-0.5520478188991547,-0.12486231327056885,-0.3157948777079581,-0.60187728703022,-0.13836991786956787,-0.3157184198498725,-0.740799605846405,-0.07772988080978394,-0.341170772910118
-0.0551023297011852,-0.023052423261105903,-0.2122565135359763,-0.1234608478844166,-0.00817018747329712,-0.2519090548157691,-0.4214145615696906,-0.12787383794784546,-0.3184326216578483,-0.4592415541410446,-0.1396886706352234,-0.3156116753816604,-0.5451752841472625,-0.07544159889221191,-0.32533960044384
